seq,wall_ts,x,y
0,1776513447.946,-80.600,-20.500
1,1776513447.946,-80.519,-20.570
2,1776513447.946,-80.479,-20.600
3,1776513447.946,-80.451,-20.641
4,1776513447.946,-80.441,-20.690
5,1776513447.946,-80.392,-20.699
6,1776513447.946,-80.344,-20.713
7,1776513447.946,-80.306,-20.745
8,1776513447.946,-80.306,-20.795
9,1776513447.946,-80.257,-20.807
10,1776513447.946,-80.214,-20.832
11,1776513447.946,-80.211,-20.882
12,1776513447.946,-80.164,-20.900
13,1776513447.946,-80.120,-20.924
14,1776513447.946,-80.088,-20.962
15,1776513447.946,-80.075,-21.010
16,1776513447.946,-80.050,-21.054
17,1776513447.946,-80.077,-21.095
18,1776513447.946,-80.119,-21.123
19,1776513447.946,-80.082,-21.157
20,1776513447.946,-80.042,-21.188
21,1776513447.946,-80.009,-21.225
22,1776513447.946,-80.009,-21.275
23,1776513447.946,-80.027,-21.322
24,1776513447.946,-79.998,-21.363
25,1776513447.946,-79.978,-21.409
26,1776513447.946,-79.955,-21.453
27,1776513447.946,-79.926,-21.494
28,1776513447.946,-79.895,-21.533
29,1776513447.946,-79.866,-21.573
30,1776513447.946,-79.835,-21.613
31,1776513447.946,-79.799,-21.647
32,1776513447.946,-79.771,-21.689
33,1776513447.946,-79.740,-21.728
34,1776513447.946,-79.696,-21.751
35,1776513447.946,-79.663,-21.789
36,1776513447.946,-79.628,-21.825
37,1776513447.946,-79.593,-21.861
38,1776513447.946,-79.567,-21.903
39,1776513447.946,-79.536,-21.942
40,1776513447.946,-79.487,-21.952
41,1776513447.946,-79.440,-21.970
42,1776513447.946,-79.400,-22.000
43,1776513447.946,-79.321,-22.090
44,1776513447.946,-79.285,-22.125
45,1776513447.946,-79.246,-22.156
46,1776513447.946,-79.196,-22.161
47,1776513447.946,-79.149,-22.177
48,1776513447.946,-79.108,-22.206
49,1776513447.946,-79.066,-22.233
50,1776513447.946,-79.053,-22.184
51,1776513447.946,-79.030,-22.140
52,1776513447.946,-79.000,-22.100
53,1776513447.946,-78.900,-22.200
54,1776513447.946,-78.800,-22.300
55,1776513447.946,-78.747,-22.336
56,1776513447.946,-78.698,-22.329
57,1776513447.946,-78.648,-22.321
58,1776513447.946,-78.599,-22.313
59,1776513447.946,-78.550,-22.306
60,1776513447.946,-78.500,-22.300
61,1776513447.946,-78.400,-22.400
62,1776513447.946,-78.300,-22.500
63,1776513447.946,-78.200,-22.600
64,1776513447.946,-78.223,-22.648
