seq,wall_ts,x,y
0,1776513532.660,-75.300,-23.500
1,1776513532.660,-75.359,-23.477
2,1776513532.660,-75.376,-23.430
3,1776513532.660,-75.358,-23.383
4,1776513532.660,-75.340,-23.337
5,1776513532.660,-75.330,-23.288
6,1776513532.660,-75.315,-23.240
7,1776513532.660,-75.268,-23.224
8,1776513532.660,-75.218,-23.220
9,1776513532.660,-75.199,-23.174
10,1776513532.660,-75.175,-23.130
11,1776513532.660,-75.143,-23.092
12,1776513532.660,-75.105,-23.060
13,1776513532.660,-75.055,-23.065
14,1776513532.660,-75.006,-23.072
15,1776513532.660,-74.956,-23.069
16,1776513532.660,-74.906,-23.068
17,1776513532.660,-74.857,-23.077
18,1776513532.660,-74.808,-23.089
19,1776513532.660,-74.759,-23.101
20,1776513532.660,-74.713,-23.119
21,1776513532.660,-74.667,-23.139
22,1776513532.660,-74.625,-23.166
23,1776513532.660,-74.584,-23.196
24,1776513532.660,-74.547,-23.229
25,1776513532.660,-74.512,-23.264
26,1776513532.660,-74.478,-23.301
27,1776513532.660,-74.445,-23.339
28,1776513532.660,-74.415,-23.379
29,1776513532.660,-74.394,-23.424
30,1776513532.660,-74.403,-23.473
31,1776513532.660,-74.381,-23.518
32,1776513532.660,-74.359,-23.563
33,1776513532.660,-74.337,-23.608
34,1776513532.660,-74.315,-23.653
35,1776513532.660,-74.295,-23.699
36,1776513532.660,-74.275,-23.745
37,1776513532.660,-74.254,-23.790
38,1776513532.660,-74.233,-23.836
39,1776513532.660,-74.212,-23.881
40,1776513532.660,-74.193,-23.927
41,1776513532.660,-74.173,-23.973
42,1776513532.660,-74.152,-24.018
43,1776513532.660,-74.130,-24.064
44,1776513532.660,-74.108,-24.108
45,1776513532.660,-74.088,-24.154
46,1776513532.660,-74.067,-24.200
47,1776513532.660,-74.046,-24.245
48,1776513532.660,-74.024,-24.290
49,1776513532.660,-74.001,-24.334
50,1776513532.660,-73.981,-24.380
51,1776513532.660,-73.961,-24.426
52,1776513532.660,-73.942,-24.472
53,1776513532.660,-73.922,-24.518
54,1776513532.660,-73.897,-24.561
55,1776513532.660,-73.873,-24.605
56,1776513532.660,-73.847,-24.648
57,1776513532.660,-73.819,-24.689
58,1776513532.660,-73.784,-24.725
59,1776513532.660,-73.750,-24.762
60,1776513532.660,-73.716,-24.798
61,1776513532.660,-73.680,-24.832
62,1776513532.660,-73.644,-24.868
63,1776513532.660,-73.609,-24.903
64,1776513532.660,-73.574,-24.939
65,1776513532.660,-73.538,-24.974
66,1776513532.660,-73.503,-25.010
67,1776513532.660,-73.468,-25.045
68,1776513532.660,-73.433,-25.081
69,1776513532.660,-73.398,-25.117
70,1776513532.660,-73.363,-25.152
71,1776513532.660,-73.328,-25.188
72,1776513532.660,-73.293,-25.224
73,1776513532.660,-73.258,-25.259
74,1776513532.660,-73.223,-25.295
75,1776513532.660,-73.189,-25.331
76,1776513532.660,-73.154,-25.367
77,1776513532.660,-73.119,-25.403
78,1776513532.660,-73.084,-25.439
79,1776513532.660,-73.049,-25.475
80,1776513532.660,-73.014,-25.510
81,1776513532.660,-72.978,-25.545
82,1776513532.660,-72.942,-25.580
83,1776513532.660,-72.906,-25.614
84,1776513532.660,-72.871,-25.650
85,1776513532.660,-72.835,-25.684
86,1776513532.660,-72.797,-25.717
87,1776513532.660,-72.759,-25.750
88,1776513532.660,-72.721,-25.783
89,1776513532.660,-72.686,-25.818
90,1776513532.660,-72.647,-25.850
91,1776513532.660,-72.607,-25.879
92,1776513532.660,-72.577,-25.920
93,1776513532.660,-72.540,-25.953
94,1776513532.660,-72.491,-25.961
95,1776513532.660,-72.443,-25.978
96,1776513532.660,-72.400,-26.002
97,1776513532.660,-72.356,-26.027
98,1776513532.660,-72.314,-26.053
99,1776513532.660,-72.271,-26.079
100,1776513532.660,-72.230,-26.108
101,1776513532.660,-72.190,-26.137
102,1776513532.660,-72.151,-26.168
103,1776513532.660,-72.112,-26.200
104,1776513532.660,-72.072,-26.231
105,1776513532.660,-72.036,-26.265
106,1776513532.660,-71.997,-26.296
107,1776513532.660,-71.959,-26.329
108,1776513532.660,-71.924,-26.364
109,1776513532.660,-71.889,-26.400
110,1776513532.660,-71.854,-26.436
111,1776513532.660,-71.820,-26.473
112,1776513532.660,-71.789,-26.512
113,1776513532.660,-71.772,-26.559
114,1776513532.660,-71.767,-26.609
115,1776513532.660,-71.772,-26.658
116,1776513532.660,-71.800,-26.700
117,1776513532.660,-71.800,-26.800
118,1776513532.660,-71.700,-26.900
119,1776513532.660,-71.600,-27.000
120,1776513532.660,-71.600,-27.100
121,1776513532.660,-71.600,-27.200
122,1776513532.660,-71.638,-27.281
