seq,wall_ts,x,y
0,1776513437.930,-81.600,-19.800
1,1776513437.930,-81.521,-19.812
2,1776513437.930,-81.472,-19.819
3,1776513437.930,-81.423,-19.828
4,1776513437.930,-81.374,-19.840
5,1776513437.930,-81.327,-19.856
6,1776513437.930,-81.280,-19.874
7,1776513437.930,-81.235,-19.896
8,1776513437.930,-81.191,-19.919
9,1776513437.930,-81.147,-19.943
10,1776513437.930,-81.103,-19.967
11,1776513437.930,-81.059,-19.991
12,1776513437.930,-81.016,-20.016
13,1776513437.930,-80.973,-20.041
14,1776513437.930,-80.930,-20.068
15,1776513437.930,-80.888,-20.094
16,1776513437.930,-80.846,-20.121
17,1776513437.930,-80.804,-20.149
18,1776513437.930,-80.763,-20.177
19,1776513437.930,-80.722,-20.205
20,1776513437.930,-80.683,-20.237
21,1776513437.930,-80.644,-20.269
22,1776513437.930,-80.600,-20.292
23,1776513437.930,-80.562,-20.324
24,1776513437.930,-80.533,-20.365
25,1776513437.930,-80.510,-20.410
26,1776513437.930,-80.467,-20.435
27,1776513437.930,-80.436,-20.474
28,1776513437.930,-80.394,-20.502
29,1776513437.930,-80.356,-20.533
30,1776513437.930,-80.319,-20.568
31,1776513437.930,-80.283,-20.602
32,1776513437.930,-80.248,-20.638
33,1776513437.930,-80.215,-20.676
34,1776513437.930,-80.183,-20.713
35,1776513437.930,-80.153,-20.754
36,1776513437.930,-80.126,-20.796
37,1776513437.930,-80.098,-20.838
38,1776513437.930,-80.075,-20.882
39,1776513437.930,-80.055,-20.927
40,1776513437.930,-80.038,-20.975
41,1776513437.930,-80.026,-21.023
42,1776513437.930,-79.999,-21.065
43,1776513437.930,-79.969,-21.105
44,1776513437.930,-79.941,-21.147
45,1776513437.930,-79.910,-21.186
46,1776513437.930,-79.887,-21.230
47,1776513437.930,-79.846,-21.258
48,1776513437.930,-79.871,-21.301
49,1776513437.930,-79.839,-21.340
50,1776513437.930,-79.875,-21.375
51,1776513437.930,-79.922,-21.391
52,1776513437.930,-79.893,-21.431
53,1776513437.930,-79.866,-21.473
54,1776513437.930,-79.838,-21.515
55,1776513437.930,-79.803,-21.551
56,1776513437.930,-79.779,-21.595
57,1776513437.930,-79.749,-21.635
58,1776513437.930,-79.713,-21.669
59,1776513437.930,-79.685,-21.710
60,1776513437.930,-79.651,-21.747
61,1776513437.930,-79.612,-21.778
62,1776513437.930,-79.585,-21.820
63,1776513437.930,-79.550,-21.856
64,1776513437.930,-79.511,-21.887
65,1776513437.930,-79.479,-21.926
66,1776513437.930,-79.441,-21.958
67,1776513437.930,-79.400,-21.987
68,1776513437.930,-79.369,-22.026
69,1776513437.930,-79.331,-22.059
70,1776513437.930,-79.281,-22.061
71,1776513437.930,-79.231,-22.067
72,1776513437.930,-79.182,-22.072
73,1776513437.930,-79.134,-22.089
74,1776513437.930,-79.100,-22.125
75,1776513437.930,-79.060,-22.154
76,1776513437.930,-79.016,-22.179
77,1776513437.930,-78.983,-22.216
78,1776513437.930,-78.943,-22.247
79,1776513437.930,-78.893,-22.248
80,1776513437.930,-78.844,-22.253
81,1776513437.930,-78.795,-22.264
82,1776513437.930,-78.748,-22.282
83,1776513437.930,-78.703,-22.305
84,1776513437.930,-78.659,-22.328
85,1776513437.930,-78.616,-22.353
86,1776513437.930,-78.572,-22.378
87,1776513437.930,-78.529,-22.403
88,1776513437.930,-78.486,-22.427
89,1776513437.930,-78.442,-22.451
90,1776513437.930,-78.394,-22.465
91,1776513437.930,-78.346,-22.481
92,1776513437.930,-78.300,-22.500
93,1776513437.930,-78.200,-22.600
94,1776513437.930,-78.223,-22.648
