seq,wall_ts,x,y
0,1776513416.386,-84.100,-18.400
1,1776513416.386,-84.012,-18.417
2,1776513416.386,-83.962,-18.426
3,1776513416.386,-83.914,-18.438
4,1776513416.386,-83.866,-18.452
5,1776513416.386,-83.820,-18.471
6,1776513416.386,-83.775,-18.493
7,1776513416.386,-83.731,-18.517
8,1776513416.386,-83.686,-18.540
9,1776513416.386,-83.642,-18.564
10,1776513416.386,-83.599,-18.588
11,1776513416.386,-83.555,-18.612
12,1776513416.386,-83.511,-18.636
13,1776513416.386,-83.468,-18.661
14,1776513416.386,-83.424,-18.686
15,1776513416.386,-83.381,-18.710
16,1776513416.386,-83.337,-18.735
17,1776513416.386,-83.294,-18.760
18,1776513416.386,-83.250,-18.785
19,1776513416.386,-83.207,-18.810
20,1776513416.386,-83.164,-18.835
21,1776513416.386,-83.121,-18.860
22,1776513416.386,-83.078,-18.885
23,1776513416.386,-83.034,-18.911
24,1776513416.386,-82.991,-18.936
25,1776513416.386,-82.948,-18.961
26,1776513416.386,-82.905,-18.986
27,1776513416.386,-82.862,-19.012
28,1776513416.386,-82.819,-19.037
29,1776513416.386,-82.776,-19.063
30,1776513416.386,-82.733,-19.088
31,1776513416.386,-82.690,-19.114
32,1776513416.386,-82.647,-19.139
33,1776513416.386,-82.604,-19.165
34,1776513416.386,-82.561,-19.190
35,1776513416.386,-82.518,-19.216
36,1776513416.386,-82.475,-19.241
37,1776513416.386,-82.432,-19.267
38,1776513416.386,-82.389,-19.293
39,1776513416.386,-82.346,-19.318
40,1776513416.386,-82.303,-19.344
41,1776513416.386,-82.260,-19.370
42,1776513416.386,-82.217,-19.395
43,1776513416.386,-82.175,-19.421
44,1776513416.386,-82.132,-19.447
45,1776513416.386,-82.089,-19.473
46,1776513416.386,-82.046,-19.499
47,1776513416.386,-82.003,-19.525
48,1776513416.386,-81.961,-19.551
49,1776513416.386,-81.918,-19.576
50,1776513416.386,-81.875,-19.603
51,1776513416.386,-81.833,-19.629
52,1776513416.386,-81.791,-19.657
53,1776513416.386,-81.750,-19.684
54,1776513416.386,-81.710,-19.715
55,1776513416.386,-81.670,-19.745
56,1776513416.386,-81.631,-19.776
57,1776513416.386,-81.591,-19.806
58,1776513416.386,-81.553,-19.838
59,1776513416.386,-81.517,-19.873
60,1776513416.386,-81.487,-19.913
61,1776513416.386,-81.466,-19.959
62,1776513416.386,-81.453,-20.007
63,1776513416.386,-81.455,-20.057
64,1776513416.386,-81.469,-20.105
65,1776513416.386,-81.484,-20.153
66,1776513416.386,-81.500,-20.200
67,1776513416.386,-81.600,-20.300
68,1776513416.386,-81.587,-20.336
