seq,wall_ts,x,y
0,1776513459.975,-79.600,-21.500
1,1776513459.975,-79.606,-21.559
2,1776513459.975,-79.588,-21.606
3,1776513459.975,-79.570,-21.652
4,1776513459.975,-79.551,-21.698
5,1776513459.975,-79.529,-21.743
6,1776513459.975,-79.504,-21.786
7,1776513459.975,-79.474,-21.826
8,1776513459.975,-79.447,-21.869
9,1776513459.975,-79.420,-21.910
10,1776513459.975,-79.377,-21.936
11,1776513459.975,-79.339,-21.969
12,1776513459.975,-79.300,-22.000
13,1776513459.975,-79.243,-22.076
14,1776513459.975,-79.203,-22.105
15,1776513459.975,-79.164,-22.137
16,1776513459.975,-79.122,-22.163
17,1776513459.975,-79.072,-22.171
18,1776513459.975,-79.028,-22.195
19,1776513459.975,-78.996,-22.233
20,1776513459.975,-78.958,-22.265
21,1776513459.975,-78.916,-22.293
22,1776513459.975,-78.874,-22.319
23,1776513459.975,-78.831,-22.346
24,1776513459.975,-78.789,-22.372
25,1776513459.975,-78.747,-22.399
26,1776513459.975,-78.705,-22.426
27,1776513459.975,-78.663,-22.453
28,1776513459.975,-78.620,-22.480
29,1776513459.975,-78.578,-22.507
30,1776513459.975,-78.536,-22.533
31,1776513459.975,-78.493,-22.560
32,1776513459.975,-78.451,-22.587
33,1776513459.975,-78.409,-22.613
34,1776513459.975,-78.367,-22.640
35,1776513459.975,-78.324,-22.667
36,1776513459.975,-78.282,-22.694
37,1776513459.975,-78.240,-22.720
38,1776513459.975,-78.198,-22.747
39,1776513459.975,-78.155,-22.774
40,1776513459.975,-78.113,-22.801
41,1776513459.975,-78.071,-22.827
42,1776513459.975,-78.029,-22.854
43,1776513459.975,-77.987,-22.881
44,1776513459.975,-77.944,-22.908
45,1776513459.975,-77.902,-22.935
46,1776513459.975,-77.860,-22.962
47,1776513459.975,-77.818,-22.988
48,1776513459.975,-77.776,-23.015
49,1776513459.975,-77.734,-23.042
50,1776513459.975,-77.691,-23.069
51,1776513459.975,-77.649,-23.096
52,1776513459.975,-77.607,-23.123
53,1776513459.975,-77.565,-23.150
54,1776513459.975,-77.523,-23.177
55,1776513459.975,-77.481,-23.204
56,1776513459.975,-77.439,-23.231
57,1776513459.975,-77.397,-23.258
58,1776513459.975,-77.354,-23.285
59,1776513459.975,-77.312,-23.312
60,1776513459.975,-77.270,-23.339
61,1776513459.975,-77.228,-23.366
62,1776513459.975,-77.186,-23.392
63,1776513459.975,-77.144,-23.419
64,1776513459.975,-77.102,-23.446
65,1776513459.975,-77.060,-23.473
66,1776513459.975,-77.018,-23.501
67,1776513459.975,-76.976,-23.528
68,1776513459.975,-76.934,-23.555
69,1776513459.975,-76.892,-23.582
70,1776513459.975,-76.849,-23.609
71,1776513459.975,-76.807,-23.636
72,1776513459.975,-76.765,-23.663
73,1776513459.975,-76.723,-23.690
74,1776513459.975,-76.681,-23.717
75,1776513459.975,-76.639,-23.744
76,1776513459.975,-76.597,-23.771
77,1776513459.975,-76.555,-23.798
78,1776513459.975,-76.513,-23.825
79,1776513459.975,-76.471,-23.852
80,1776513459.975,-76.429,-23.879
81,1776513459.975,-76.387,-23.906
82,1776513459.975,-76.345,-23.933
83,1776513459.975,-76.303,-23.960
84,1776513459.975,-76.261,-23.987
85,1776513459.975,-76.219,-24.014
86,1776513459.975,-76.177,-24.041
87,1776513459.975,-76.135,-24.069
88,1776513459.975,-76.093,-24.096
89,1776513459.975,-76.051,-24.123
90,1776513459.975,-76.009,-24.150
91,1776513459.975,-75.967,-24.177
92,1776513459.975,-75.924,-24.204
93,1776513459.975,-75.882,-24.231
94,1776513459.975,-75.840,-24.258
95,1776513459.975,-75.798,-24.285
96,1776513459.975,-75.756,-24.312
97,1776513459.975,-75.714,-24.339
98,1776513459.975,-75.672,-24.366
99,1776513459.975,-75.630,-24.393
100,1776513459.975,-75.588,-24.421
101,1776513459.975,-75.546,-24.448
102,1776513459.975,-75.504,-24.475
103,1776513459.975,-75.462,-24.502
104,1776513459.975,-75.420,-24.529
105,1776513459.975,-75.378,-24.556
106,1776513459.975,-75.336,-24.583
107,1776513459.975,-75.294,-24.610
108,1776513459.975,-75.252,-24.637
109,1776513459.975,-75.210,-24.664
110,1776513459.975,-75.168,-24.691
111,1776513459.975,-75.126,-24.718
112,1776513459.975,-75.084,-24.746
113,1776513459.975,-75.042,-24.773
114,1776513459.975,-75.000,-24.800
115,1776513459.975,-74.900,-24.900
116,1776513459.975,-74.914,-24.922
