seq,wall_ts,x,y
0,1776513512.619,-75.400,-23.400
1,1776513512.619,-75.463,-23.396
2,1776513512.619,-75.499,-23.361
3,1776513512.619,-75.537,-23.329
4,1776513512.619,-75.530,-23.280
5,1776513512.619,-75.524,-23.230
6,1776513512.619,-75.525,-23.180
7,1776513512.619,-75.484,-23.153
8,1776513512.619,-75.445,-23.121
9,1776513512.619,-75.430,-23.073
10,1776513512.619,-75.407,-23.029
11,1776513512.619,-75.358,-23.018
12,1776513512.619,-75.309,-23.026
13,1776513512.619,-75.266,-23.000
14,1776513512.619,-75.223,-22.975
15,1776513512.619,-75.198,-22.931
16,1776513512.619,-75.166,-22.893
17,1776513512.619,-75.128,-22.861
18,1776513512.619,-75.078,-22.862
19,1776513512.619,-75.028,-22.863
20,1776513512.619,-74.978,-22.868
21,1776513512.619,-74.928,-22.874
22,1776513512.619,-74.879,-22.879
23,1776513512.619,-74.829,-22.883
24,1776513512.619,-74.779,-22.888
25,1776513512.619,-74.729,-22.893
26,1776513512.619,-74.679,-22.898
27,1776513512.619,-74.630,-22.905
28,1776513512.619,-74.581,-22.913
29,1776513512.619,-74.532,-22.924
30,1776513512.619,-74.483,-22.935
31,1776513512.619,-74.435,-22.949
32,1776513512.619,-74.388,-22.966
33,1776513512.619,-74.343,-22.987
34,1776513512.619,-74.300,-23.013
35,1776513512.619,-74.259,-23.042
36,1776513512.619,-74.220,-23.073
37,1776513512.619,-74.182,-23.106
38,1776513512.619,-74.147,-23.141
39,1776513512.619,-74.112,-23.177
40,1776513512.619,-74.077,-23.212
41,1776513512.619,-74.044,-23.250
42,1776513512.619,-74.013,-23.289
43,1776513512.619,-73.998,-23.337
44,1776513512.619,-74.016,-23.384
45,1776513512.619,-73.994,-23.429
46,1776513512.619,-73.972,-23.474
47,1776513512.619,-73.950,-23.519
48,1776513512.619,-73.928,-23.564
49,1776513512.619,-73.912,-23.611
50,1776513512.619,-73.890,-23.656
51,1776513512.619,-73.870,-23.702
52,1776513512.619,-73.849,-23.747
53,1776513512.619,-73.829,-23.793
54,1776513512.619,-73.809,-23.839
55,1776513512.619,-73.788,-23.884
56,1776513512.619,-73.768,-23.930
57,1776513512.619,-73.747,-23.975
58,1776513512.619,-73.726,-24.021
59,1776513512.619,-73.705,-24.066
60,1776513512.619,-73.684,-24.111
61,1776513512.619,-73.663,-24.157
62,1776513512.619,-73.641,-24.202
63,1776513512.619,-73.619,-24.247
64,1776513512.619,-73.598,-24.292
65,1776513512.619,-73.577,-24.337
66,1776513512.619,-73.555,-24.382
67,1776513512.619,-73.533,-24.427
68,1776513512.619,-73.511,-24.472
69,1776513512.619,-73.493,-24.519
70,1776513512.619,-73.474,-24.565
71,1776513512.619,-73.453,-24.611
72,1776513512.619,-73.432,-24.656
73,1776513512.619,-73.410,-24.701
74,1776513512.619,-73.392,-24.747
75,1776513512.619,-73.371,-24.793
76,1776513512.619,-73.351,-24.839
77,1776513512.619,-73.331,-24.884
78,1776513512.619,-73.310,-24.930
79,1776513512.619,-73.288,-24.975
80,1776513512.619,-73.267,-25.020
81,1776513512.619,-73.246,-25.065
82,1776513512.619,-73.224,-25.110
83,1776513512.619,-73.201,-25.155
84,1776513512.619,-73.174,-25.197
85,1776513512.619,-73.146,-25.238
86,1776513512.619,-73.117,-25.279
87,1776513512.619,-73.081,-25.314
88,1776513512.619,-73.047,-25.350
89,1776513512.619,-73.012,-25.385
90,1776513512.619,-72.974,-25.419
91,1776513512.619,-72.938,-25.453
92,1776513512.619,-72.902,-25.487
93,1776513512.619,-72.866,-25.522
94,1776513512.619,-72.830,-25.557
95,1776513512.619,-72.794,-25.592
96,1776513512.619,-72.758,-25.627
97,1776513512.619,-72.722,-25.662
98,1776513512.619,-72.686,-25.696
99,1776513512.619,-72.650,-25.731
100,1776513512.619,-72.614,-25.765
101,1776513512.619,-72.578,-25.800
102,1776513512.619,-72.541,-25.834
103,1776513512.619,-72.504,-25.868
104,1776513512.619,-72.465,-25.899
105,1776513512.619,-72.426,-25.930
106,1776513512.619,-72.389,-25.964
107,1776513512.619,-72.352,-25.997
108,1776513512.619,-72.312,-26.027
109,1776513512.619,-72.278,-26.064
110,1776513512.619,-72.247,-26.103
111,1776513512.619,-72.216,-26.142
112,1776513512.619,-72.167,-26.153
113,1776513512.619,-72.123,-26.177
114,1776513512.619,-72.085,-26.209
115,1776513512.619,-72.048,-26.243
116,1776513512.619,-72.012,-26.278
117,1776513512.619,-71.978,-26.314
118,1776513512.619,-71.944,-26.351
119,1776513512.619,-71.911,-26.388
120,1776513512.619,-71.874,-26.422
121,1776513512.619,-71.839,-26.458
122,1776513512.619,-71.805,-26.494
123,1776513512.619,-71.785,-26.540
124,1776513512.619,-71.793,-26.590
125,1776513512.619,-71.824,-26.629
126,1776513512.619,-71.794,-26.670
127,1776513512.619,-71.766,-26.711
128,1776513512.619,-71.738,-26.753
129,1776513512.619,-71.712,-26.795
130,1776513512.619,-71.674,-26.828
131,1776513512.619,-71.640,-26.865
132,1776513512.619,-71.608,-26.903
133,1776513512.619,-71.593,-26.951
134,1776513512.619,-71.600,-27.000
135,1776513512.619,-71.600,-27.100
136,1776513512.619,-71.600,-27.200
137,1776513512.619,-71.638,-27.281
