time,phase,gt_x,gt_y,gt_z,gt_yaw,cmd_lin,cmd_ang
12.500,outbound,-89.098,-4.714,0.087,0.3810,0.600,0.085
12.600,outbound,-89.040,-4.693,0.087,0.3822,0.600,0.082
12.700,outbound,-88.983,-4.669,0.088,0.3841,0.600,0.081
12.800,outbound,-88.925,-4.646,0.086,0.3844,0.600,0.084
12.900,outbound,-88.866,-4.623,0.087,0.3839,0.600,0.083
13.000,outbound,-88.808,-4.599,0.085,0.3861,0.600,0.082
13.100,outbound,-88.750,-4.574,0.087,0.3908,0.600,0.079
13.200,outbound,-88.692,-4.551,0.086,0.3933,0.600,0.076
13.300,outbound,-88.634,-4.528,0.087,0.3964,0.600,0.074
13.400,outbound,-88.577,-4.503,0.086,0.3953,0.600,0.075
13.500,outbound,-88.519,-4.481,0.086,0.3981,0.600,0.073
13.600,outbound,-88.461,-4.458,0.087,0.3983,0.600,0.071
13.700,outbound,-88.403,-4.434,0.085,0.4001,0.600,0.073
13.800,outbound,-88.346,-4.410,0.086,0.3978,0.600,0.073
13.900,outbound,-88.288,-4.386,0.085,0.3963,0.600,0.076
14.000,outbound,-88.232,-4.363,0.086,0.3991,0.600,0.074
14.100,outbound,-88.173,-4.338,0.086,0.4003,0.600,0.076
14.200,outbound,-88.116,-4.314,0.087,0.4018,0.600,0.077
14.300,outbound,-88.058,-4.289,0.086,0.4012,0.600,0.080
14.400,outbound,-88.001,-4.265,0.086,0.4057,0.600,0.075
14.500,outbound,-87.943,-4.240,0.087,0.4062,0.600,0.071
14.600,outbound,-87.886,-4.217,0.088,0.4082,0.600,0.073
14.700,outbound,-87.828,-4.192,0.088,0.4084,0.600,0.072
14.800,outbound,-87.770,-4.167,0.088,0.4102,0.600,0.071
14.900,outbound,-87.714,-4.141,0.089,0.4123,0.600,0.071
15.000,outbound,-87.656,-4.115,0.089,0.4156,0.600,0.068
15.100,outbound,-87.599,-4.091,0.090,0.4167,0.600,0.067
15.200,outbound,-87.542,-4.067,0.089,0.4141,0.600,0.068
15.300,outbound,-87.484,-4.044,0.089,0.4178,0.600,0.071
15.400,outbound,-87.428,-4.019,0.089,0.4181,0.600,0.070
15.500,outbound,-87.371,-3.994,0.090,0.4191,0.600,0.071
15.600,outbound,-87.314,-3.968,0.092,0.4205,0.600,0.070
15.700,outbound,-87.257,-3.942,0.092,0.4206,0.600,0.072
15.800,outbound,-87.199,-3.917,0.091,0.4214,0.600,-0.146
15.900,outbound,-87.143,-3.892,0.093,0.4147,0.600,-0.139
16.000,outbound,-87.086,-3.868,0.093,0.4124,0.600,-0.136
16.100,outbound,-87.029,-3.844,0.093,0.4076,0.600,-0.131
16.200,outbound,-86.972,-3.819,0.094,0.4061,0.600,-0.129
16.300,outbound,-86.914,-3.795,0.094,0.4046,0.600,-0.126
16.400,outbound,-86.856,-3.771,0.095,0.4041,0.600,-0.125
16.500,outbound,-86.798,-3.746,0.093,0.4026,0.600,-0.126
16.600,outbound,-86.741,-3.723,0.094,0.4007,0.600,-0.124
16.700,outbound,-86.683,-3.698,0.094,0.3983,0.600,-0.122
16.800,outbound,-86.625,-3.673,0.096,0.3983,0.600,-0.123
16.900,outbound,-86.567,-3.649,0.095,0.3944,0.600,-0.120
17.000,outbound,-86.509,-3.626,0.096,0.3936,0.600,-0.121
17.100,outbound,-86.452,-3.603,0.097,0.3931,0.600,-0.118
17.200,outbound,-86.395,-3.578,0.096,0.3910,0.600,-0.117
17.300,outbound,-86.338,-3.556,0.097,0.3868,0.600,-0.114
17.400,outbound,-86.280,-3.532,0.096,0.3879,0.600,-0.108
17.500,outbound,-86.222,-3.508,0.097,0.3823,0.600,-0.108
17.600,outbound,-86.163,-3.485,0.096,0.3767,0.600,-0.101
17.700,outbound,-86.105,-3.463,0.098,0.3735,0.600,-0.096
17.800,outbound,-86.047,-3.441,0.098,0.3707,0.600,-0.093
17.900,outbound,-85.989,-3.421,0.097,0.3656,0.600,-0.090
18.000,outbound,-85.931,-3.399,0.098,0.3665,0.600,-0.083
18.100,outbound,-85.872,-3.377,0.097,0.3649,0.600,-0.082
18.200,outbound,-85.813,-3.355,0.098,0.3621,0.600,-0.083
18.300,outbound,-85.754,-3.333,0.097,0.3615,0.600,-0.080
18.400,outbound,-85.696,-3.311,0.097,0.3574,0.600,-0.075
18.500,outbound,-85.637,-3.289,0.098,0.3567,0.600,-0.075
18.600,outbound,-85.577,-3.267,0.098,0.3540,0.600,-0.072
18.700,outbound,-85.519,-3.248,0.098,0.3537,0.600,-0.071
18.800,outbound,-85.460,-3.227,0.098,0.3509,0.600,-0.071
18.900,outbound,-85.401,-3.204,0.098,0.3535,0.600,-0.071
19.000,outbound,-85.342,-3.184,0.097,0.3523,0.600,-0.071
19.100,outbound,-85.283,-3.163,0.097,0.3507,0.600,-0.068
19.200,outbound,-85.224,-3.141,0.097,0.3502,0.600,-0.068
19.300,outbound,-85.166,-3.119,0.097,0.3480,0.600,-0.063
19.400,outbound,-85.106,-3.098,0.097,0.3452,0.600,-0.066
19.500,outbound,-85.047,-3.077,0.096,0.3426,0.600,-0.061
19.600,outbound,-84.988,-3.059,0.097,0.3403,0.600,-0.061
19.700,outbound,-84.929,-3.038,0.097,0.3371,0.600,-0.055
19.800,outbound,-84.870,-3.016,0.096,0.3366,0.600,-0.053
19.900,outbound,-84.811,-2.996,0.097,0.3361,0.600,-0.053
20.000,outbound,-84.752,-2.975,0.097,0.3351,0.600,-0.053
20.100,outbound,-84.693,-2.956,0.096,0.3348,0.600,-0.054
20.200,outbound,-84.634,-2.933,0.096,0.3321,0.600,-0.048
20.300,outbound,-84.575,-2.914,0.096,0.3311,0.600,-0.047
20.400,outbound,-84.517,-2.894,0.096,0.3306,0.600,-0.046
20.500,outbound,-84.457,-2.875,0.096,0.3282,0.600,-0.043
20.600,outbound,-84.399,-2.854,0.095,0.3264,0.600,-0.041
20.700,outbound,-84.339,-2.836,0.097,0.3271,0.600,-0.042
20.800,outbound,-84.279,-2.816,0.095,0.3250,0.600,-0.041
20.900,outbound,-84.220,-2.797,0.096,0.3215,0.600,-0.040
21.000,outbound,-84.159,-2.777,0.095,0.3216,0.600,-0.036
21.100,outbound,-84.100,-2.758,0.095,0.3191,0.600,-0.033
21.200,outbound,-84.040,-2.738,0.094,0.3181,0.600,-0.033
21.300,outbound,-83.980,-2.719,0.095,0.3191,0.600,-0.033
21.400,outbound,-83.920,-2.700,0.094,0.3172,0.600,-0.030
21.500,outbound,-83.860,-2.681,0.094,0.3154,0.600,-0.028
21.600,outbound,-83.801,-2.661,0.094,0.3161,0.600,-0.029
21.700,outbound,-83.742,-2.641,0.094,0.3149,0.600,-0.027
21.800,outbound,-83.683,-2.622,0.094,0.3114,0.600,-0.025
21.900,outbound,-83.623,-2.602,0.093,0.3100,0.600,-0.025
22.000,outbound,-83.563,-2.583,0.093,0.3105,0.600,-0.023
22.100,outbound,-83.502,-2.563,0.091,0.3089,0.600,-0.022
22.200,outbound,-83.441,-2.545,0.091,0.3088,0.600,-0.022
22.300,outbound,-83.381,-2.526,0.090,0.3083,0.600,-0.018
22.400,outbound,-83.321,-2.507,0.091,0.3090,0.600,-0.021
22.500,outbound,-83.262,-2.489,0.091,0.3098,0.600,-0.026
22.600,outbound,-83.203,-2.470,0.090,0.3119,0.600,-0.026
22.700,outbound,-83.143,-2.451,0.091,0.3110,0.600,-0.026
22.800,outbound,-83.082,-2.431,0.091,0.3072,0.600,-0.026
22.900,outbound,-83.022,-2.412,0.090,0.3082,0.600,-0.022
23.000,outbound,-82.962,-2.393,0.090,0.3095,0.600,-0.021
23.100,outbound,-82.902,-2.375,0.090,0.3092,0.600,-0.024
23.200,outbound,-82.843,-2.356,0.088,0.3089,0.600,-0.025
23.300,outbound,-82.782,-2.336,0.089,0.3100,0.600,-0.025
23.400,outbound,-82.722,-2.318,0.087,0.3083,0.600,-0.027
23.500,outbound,-82.663,-2.297,0.087,0.3097,0.600,-0.031
23.600,outbound,-82.603,-2.278,0.088,0.3101,0.600,-0.026
23.700,outbound,-82.543,-2.261,0.088,0.3068,0.600,-0.026
23.800,outbound,-82.482,-2.241,0.087,0.3098,0.600,-0.027
23.900,outbound,-82.423,-2.223,0.088,0.3122,0.600,-0.029
24.000,outbound,-82.364,-2.205,0.087,0.3115,0.600,-0.184
24.100,outbound,-82.305,-2.186,0.086,0.3085,0.600,-0.184
24.200,outbound,-82.245,-2.166,0.088,0.3067,0.600,-0.181
24.300,outbound,-82.186,-2.148,0.086,0.2993,0.600,-0.177
24.400,outbound,-82.127,-2.130,0.087,0.2960,0.600,-0.172
24.500,outbound,-82.068,-2.112,0.087,0.2929,0.600,-0.166
24.600,outbound,-82.008,-2.095,0.087,0.2877,0.600,-0.164
24.700,outbound,-81.947,-2.078,0.087,0.2849,0.600,-0.158
24.800,outbound,-81.887,-2.061,0.087,0.2812,0.600,-0.152
24.900,outbound,-81.828,-2.043,0.086,0.2750,0.600,-0.146
25.000,outbound,-81.768,-2.027,0.086,0.2744,0.600,-0.143
25.100,outbound,-81.708,-2.010,0.088,0.2683,0.600,-0.135
25.200,outbound,-81.649,-1.995,0.088,0.2628,0.600,-0.130
25.300,outbound,-81.589,-1.978,0.087,0.2601,0.600,-0.126
25.400,outbound,-81.529,-1.962,0.089,0.2523,0.600,-0.119
25.500,outbound,-81.467,-1.948,0.088,0.2494,0.600,-0.115
25.600,outbound,-81.408,-1.933,0.090,0.2486,0.600,-0.109
25.700,outbound,-81.347,-1.917,0.089,0.2464,0.600,-0.109
25.800,outbound,-81.287,-1.903,0.089,0.2452,0.600,-0.107
25.900,outbound,-81.227,-1.889,0.089,0.2436,0.600,-0.104
26.000,outbound,-81.165,-1.874,0.090,0.2392,0.600,-0.101
26.100,outbound,-81.105,-1.859,0.091,0.2392,0.600,-0.101
26.200,outbound,-81.043,-1.845,0.091,0.2368,0.600,-0.100
26.300,outbound,-80.983,-1.831,0.092,0.2338,0.600,-0.097
26.400,outbound,-80.921,-1.816,0.092,0.2301,0.600,-0.096
26.500,outbound,-80.861,-1.804,0.092,0.2277,0.600,-0.093
26.600,outbound,-80.800,-1.789,0.092,0.2205,0.600,-0.083
26.700,outbound,-80.740,-1.776,0.093,0.2186,0.600,-0.075
26.800,outbound,-80.679,-1.762,0.092,0.2174,0.600,-0.076
26.900,outbound,-80.618,-1.750,0.094,0.2123,0.600,-0.066
27.000,outbound,-80.557,-1.737,0.094,0.2134,0.600,-0.068
27.100,outbound,-80.496,-1.725,0.094,0.2102,0.600,-0.065
27.200,outbound,-80.435,-1.712,0.095,0.2096,0.600,-0.065
27.300,outbound,-80.374,-1.700,0.096,0.2097,0.600,-0.065
27.400,outbound,-80.314,-1.688,0.095,0.2109,0.600,-0.065
27.500,outbound,-80.252,-1.674,0.095,0.2092,0.600,-0.068
27.600,outbound,-80.191,-1.662,0.096,0.2055,0.600,-0.066
27.700,outbound,-80.129,-1.650,0.095,0.2040,0.600,-0.061
27.800,outbound,-80.068,-1.637,0.097,0.2020,0.600,-0.057
27.900,outbound,-80.006,-1.625,0.097,0.2026,0.600,-0.059
28.000,outbound,-79.945,-1.612,0.097,0.2003,0.600,-0.055
28.100,outbound,-79.883,-1.601,0.098,0.1969,0.600,-0.055
28.200,outbound,-79.822,-1.591,0.098,0.1930,0.600,-0.051
28.300,outbound,-79.760,-1.579,0.097,0.1916,0.600,-0.046
28.400,outbound,-79.698,-1.567,0.098,0.1915,0.600,-0.044
28.500,outbound,-79.638,-1.557,0.099,0.1896,0.600,-0.041
28.600,outbound,-79.575,-1.546,0.098,0.1879,0.600,-0.040
28.700,outbound,-79.515,-1.534,0.099,0.1851,0.600,-0.032
28.800,outbound,-79.453,-1.523,0.098,0.1832,0.600,-0.035
28.900,outbound,-79.392,-1.513,0.099,0.1854,0.600,-0.034
29.000,outbound,-79.330,-1.501,0.099,0.1818,0.600,-0.034
29.100,outbound,-79.269,-1.492,0.099,0.1802,0.600,-0.034
29.200,outbound,-79.208,-1.479,0.099,0.1823,0.600,-0.033
29.300,outbound,-79.145,-1.469,0.099,0.1815,0.600,-0.034
29.400,outbound,-79.085,-1.459,0.100,0.1803,0.600,-0.032
29.500,outbound,-79.023,-1.448,0.099,0.1778,0.600,-0.028
29.600,outbound,-78.961,-1.435,0.101,0.1769,0.600,-0.026
29.700,outbound,-78.899,-1.426,0.101,0.1743,0.600,-0.021
29.800,outbound,-78.838,-1.415,0.101,0.1732,0.600,-0.022
29.900,outbound,-78.777,-1.405,0.101,0.1716,0.600,-0.019
30.000,outbound,-78.715,-1.395,0.100,0.1701,0.600,-0.018
30.100,outbound,-78.653,-1.384,0.100,0.1677,0.600,-0.014
30.200,outbound,-78.591,-1.375,0.101,0.1670,0.600,-0.012
30.300,outbound,-78.529,-1.365,0.100,0.1671,0.600,-0.011
30.400,outbound,-78.467,-1.355,0.100,0.1673,0.600,-0.015
30.500,outbound,-78.406,-1.345,0.102,0.1674,0.600,-0.012
30.600,outbound,-78.344,-1.335,0.102,0.1649,0.600,-0.011
30.700,outbound,-78.283,-1.325,0.102,0.1665,0.600,-0.012
30.800,outbound,-78.221,-1.314,0.103,0.1651,0.600,-0.009
30.900,outbound,-78.159,-1.305,0.102,0.1645,0.600,-0.009
31.000,outbound,-78.097,-1.295,0.103,0.1655,0.600,-0.010
31.100,outbound,-78.035,-1.286,0.102,0.1639,0.600,-0.008
31.200,outbound,-77.973,-1.275,0.102,0.1629,0.600,-0.007
31.300,outbound,-77.912,-1.264,0.101,0.1629,0.600,-0.005
31.400,outbound,-77.850,-1.253,0.102,0.1620,0.600,-0.008
31.500,outbound,-77.788,-1.242,0.102,0.1609,0.600,-0.006
31.600,outbound,-77.726,-1.234,0.102,0.1593,0.600,-0.006
31.700,outbound,-77.664,-1.226,0.102,0.1579,0.600,-0.001
31.800,outbound,-77.602,-1.215,0.101,0.1561,0.600,0.000
31.900,outbound,-77.540,-1.207,0.102,0.1591,0.600,0.001
32.000,outbound,-77.478,-1.199,0.103,0.1570,0.600,-0.001
32.100,outbound,-77.416,-1.190,0.101,0.1572,0.600,-0.093
32.200,outbound,-77.354,-1.181,0.101,0.1577,0.600,-0.097
32.300,outbound,-77.292,-1.170,0.101,0.1566,0.600,-0.099
32.400,outbound,-77.231,-1.162,0.102,0.1554,0.600,-0.096
32.500,outbound,-77.169,-1.153,0.101,0.1494,0.600,-0.090
32.600,outbound,-77.106,-1.144,0.101,0.1486,0.600,-0.091
32.700,outbound,-77.045,-1.133,0.100,0.1506,0.600,-0.091
32.800,outbound,-76.983,-1.124,0.101,0.1518,0.600,-0.095
32.900,outbound,-76.922,-1.117,0.102,0.1475,0.600,-0.094
33.000,outbound,-76.860,-1.108,0.101,0.1467,0.600,-0.088
33.100,outbound,-76.798,-1.098,0.101,0.1435,0.600,-0.086
33.200,outbound,-76.737,-1.089,0.101,0.1444,0.600,-0.085
33.300,outbound,-76.675,-1.081,0.101,0.1444,0.600,-0.087
33.400,outbound,-76.613,-1.072,0.101,0.1428,0.600,-0.083
33.500,outbound,-76.551,-1.064,0.102,0.1371,0.600,-0.083
33.600,outbound,-76.489,-1.055,0.102,0.1362,0.600,-0.078
33.700,outbound,-76.427,-1.047,0.101,0.1372,0.600,-0.076
33.800,outbound,-76.365,-1.040,0.102,0.1328,0.600,-0.076
33.900,outbound,-76.302,-1.032,0.101,0.1325,0.600,-0.073
34.000,outbound,-76.240,-1.024,0.101,0.1318,0.600,-0.073
34.100,outbound,-76.180,-1.016,0.101,0.1313,0.600,-0.073
34.200,outbound,-76.117,-1.008,0.101,0.1279,0.600,-0.071
34.300,outbound,-76.055,-1.002,0.102,0.1269,0.600,-0.065
34.400,outbound,-75.992,-0.994,0.101,0.1231,0.600,-0.063
34.500,outbound,-75.931,-0.986,0.101,0.1204,0.600,-0.058
34.600,outbound,-75.868,-0.979,0.101,0.1193,0.600,-0.058
34.700,outbound,-75.806,-0.973,0.101,0.1194,0.600,-0.055
34.800,outbound,-75.744,-0.966,0.102,0.1158,0.600,-0.057
34.900,outbound,-75.682,-0.958,0.101,0.1131,0.600,-0.051
35.000,outbound,-75.619,-0.952,0.101,0.1134,0.600,-0.051
35.100,outbound,-75.556,-0.945,0.100,0.1122,0.600,-0.049
35.200,outbound,-75.495,-0.938,0.100,0.1135,0.600,-0.051
35.300,outbound,-75.432,-0.930,0.101,0.1123,0.600,-0.049
35.400,outbound,-75.370,-0.924,0.100,0.1111,0.600,-0.047
35.500,outbound,-75.307,-0.919,0.101,0.1100,0.600,-0.048
35.600,outbound,-75.245,-0.913,0.100,0.1073,0.600,-0.046
35.700,outbound,-75.182,-0.907,0.101,0.1067,0.600,-0.044
35.800,outbound,-75.120,-0.899,0.101,0.1087,0.600,-0.043
35.900,outbound,-75.058,-0.894,0.101,0.1094,0.600,-0.047
36.000,outbound,-74.996,-0.888,0.101,0.1074,0.600,-0.045
36.100,outbound,-74.934,-0.882,0.100,0.1079,0.600,-0.043
36.200,outbound,-74.871,-0.876,0.100,0.1060,0.600,-0.044
36.300,outbound,-74.809,-0.869,0.100,0.1089,0.600,-0.047
36.400,outbound,-74.746,-0.862,0.100,0.1071,0.600,-0.047
36.500,outbound,-74.684,-0.856,0.101,0.1061,0.600,-0.046
36.600,outbound,-74.620,-0.850,0.100,0.1043,0.600,-0.046
36.700,outbound,-74.558,-0.843,0.101,0.1063,0.600,-0.046
36.800,outbound,-74.496,-0.837,0.101,0.1048,0.600,-0.047
36.900,outbound,-74.433,-0.831,0.102,0.1039,0.600,-0.044
37.000,outbound,-74.371,-0.823,0.101,0.1055,0.600,-0.044
37.100,outbound,-74.308,-0.815,0.101,0.1036,0.600,-0.046
37.200,outbound,-74.247,-0.811,0.101,0.1006,0.600,-0.042
37.300,outbound,-74.185,-0.804,0.101,0.1002,0.600,-0.040
37.400,outbound,-74.124,-0.799,0.101,0.0966,0.600,-0.038
37.500,outbound,-74.060,-0.794,0.100,0.0915,0.600,-0.035
37.600,outbound,-73.998,-0.789,0.102,0.0920,0.600,-0.034
37.700,outbound,-73.935,-0.784,0.102,0.0923,0.600,-0.030
37.800,outbound,-73.872,-0.781,0.102,0.0922,0.600,-0.032
37.900,outbound,-73.810,-0.775,0.102,0.0924,0.600,-0.034
38.000,outbound,-73.747,-0.769,0.102,0.0913,0.600,-0.028
38.100,outbound,-73.685,-0.765,0.101,0.0906,0.600,-0.029
38.200,outbound,-73.623,-0.758,0.102,0.0894,0.600,-0.026
38.300,outbound,-73.560,-0.753,0.102,0.0877,0.600,-0.025
38.400,outbound,-73.497,-0.747,0.101,0.0864,0.600,-0.021
38.500,outbound,-73.436,-0.742,0.102,0.0861,0.600,-0.023
38.600,outbound,-73.374,-0.736,0.101,0.0865,0.600,-0.024
38.700,outbound,-73.311,-0.733,0.101,0.0834,0.600,-0.021
38.800,outbound,-73.248,-0.727,0.101,0.0797,0.600,-0.021
38.900,outbound,-73.187,-0.723,0.101,0.0765,0.600,-0.013
39.000,outbound,-73.125,-0.719,0.102,0.0761,0.600,-0.009
